recorded_at,source_timestamp,sequence,transport,fingers_json,status_json
1784119720.2037005,1784119720.20355,74,ble,"{""index"":{""age_s"":0.009242534637451172,""channels"":3,""force"":[-0.39945786503868774,-0.762928897890002],""has_data"":true,""last_update_ts"":1784119720.1943076,""raw"":[16965,16134,17924]},""middle"":{""age_s"":0.009242534637451172,""channels"":3,""force"":[-0.021150596945489042,-0.03441367163999942],""has_data"":true,""last_update_ts"":1784119720.1943076,""raw"":[15767,15723,15807]},""pinky"":{""age_s"":0.009242534637451172,""channels"":3,""force"":[-1.0205163026198996,-0.7479422989499991],""has_data"":true,""last_update_ts"":1784119720.1943076,""raw"":[17413,15290,17699]},""ring"":{""age_s"":0.009242534637451172,""channels"":3,""force"":[0.27447706490624846,0.25227441548999785],""has_data"":true,""last_update_ts"":1784119720.1943076,""raw"":[15795,16366,15626]},""thumb"":{""age_s"":0.009242534637451172,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.1943076,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053175,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009286993998102844,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":73,""timestamp_us"":10685032064},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.1943076,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.1943076,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.1943076,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.1943076,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.1943076,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.2536364,1784119720.253483,75,ble,"{""index"":{""age_s"":0.009177446365356445,""channels"":3,""force"":[-0.3960929973428158,-0.7670918420400028],""has_data"":true,""last_update_ts"":1784119720.2443056,""raw"":[16965,16141,17935]},""middle"":{""age_s"":0.009177446365356445,""channels"":3,""force"":[-0.01826642463474215,-0.03441367164000031],""has_data"":true,""last_update_ts"":1784119720.2443056,""raw"":[15756,15718,15799]},""pinky"":{""age_s"":0.009177446365356445,""channels"":3,""force"":[-1.018112825694276,-0.743224295580001],""has_data"":true,""last_update_ts"":1784119720.2443056,""raw"":[17417,15299,17697]},""ring"":{""age_s"":0.009177446365356445,""channels"":3,""force"":[0.28312958183849446,0.25671488924999775],""has_data"":true,""last_update_ts"":1784119720.2443056,""raw"":[15791,16380,15623]},""thumb"":{""age_s"":0.009177446365356445,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.2443056,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053180,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009212960008881055,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":74,""timestamp_us"":10685078944},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.2443056,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.2443056,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.2443056,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.2443056,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.2443056,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.303631,1784119720.303485,76,ble,"{""index"":{""age_s"":0.009178876876831055,""channels"":3,""force"":[-0.4023420373494364,-0.7690345493100024],""has_data"":true,""last_update_ts"":1784119720.294306,""raw"":[16972,16135,17939]},""middle"":{""age_s"":0.009178876876831055,""channels"":3,""force"":[-0.01826642463474215,-0.03885414539999932],""has_data"":true,""last_update_ts"":1784119720.294306,""raw"":[15756,15718,15807]},""pinky"":{""age_s"":0.009178876876831055,""channels"":3,""force"":[-1.0286881241670223,-0.7437793547999991],""has_data"":true,""last_update_ts"":1784119720.294306,""raw"":[17429,15289,17699]},""ring"":{""age_s"":0.009178876876831055,""channels"":3,""force"":[0.27351567413599476,0.2528294747099986],""has_data"":true,""last_update_ts"":1784119720.294306,""raw"":[15802,16371,15631]},""thumb"":{""age_s"":0.009178876876831055,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.294306,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053186,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009211177995894104,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":75,""timestamp_us"":10685135392},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.294306,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.294306,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.294306,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.294306,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.294306,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.3537755,1784119720.3535123,77,ble,"{""index"":{""age_s"":0.009166479110717773,""channels"":3,""force"":[-0.38840187118081815,-0.7487748877800016],""has_data"":true,""last_update_ts"":1784119720.3443458,""raw"":[16929,16121,17874]},""middle"":{""age_s"":0.009166479110717773,""channels"":3,""force"":[-0.034610067728984006,0.05106544823999659],""has_data"":true,""last_update_ts"":1784119720.3443458,""raw"":[15716,15644,15588]},""pinky"":{""age_s"":0.009166479110717773,""channels"":3,""force"":[0.9123598409668254,0.22257874721999737],""has_data"":true,""last_update_ts"":1784119720.3443458,""raw"":[16880,18778,17428]},""ring"":{""age_s"":0.009166479110717773,""channels"":3,""force"":[0.37350031424194974,0.590860539689996],""has_data"":true,""last_update_ts"":1784119720.3443458,""raw"":[15705,16482,15029]},""thumb"":{""age_s"":0.009166479110717773,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.3443458,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053191,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009211859010974877,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":76,""timestamp_us"":10685182336},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.3443458,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.3443458,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.3443458,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.3443458,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.3443458,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.4037275,1784119720.4034834,78,ble,"{""index"":{""age_s"":0.009136438369750977,""channels"":3,""force"":[-0.39513160657256563,-0.7643165459400025],""has_data"":true,""last_update_ts"":1784119720.394347,""raw"":[16962,16140,17928]},""middle"":{""age_s"":0.009136438369750977,""channels"":3,""force"":[-0.01586294770911678,-0.035246260469999235],""has_data"":true,""last_update_ts"":1784119720.394347,""raw"":[15760,15727,15807]},""pinky"":{""age_s"":0.009136438369750977,""channels"":3,""force"":[-1.018112825694276,-0.7415591179199996],""has_data"":true,""last_update_ts"":1784119720.394347,""raw"":[17417,15299,17694]},""ring"":{""age_s"":0.009136438369750977,""channels"":3,""force"":[0.2783226279872473,0.25671488924999686],""has_data"":true,""last_update_ts"":1784119720.394347,""raw"":[15795,16374,15622]},""thumb"":{""age_s"":0.009136438369750977,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.394347,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053196,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009179930988466367,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":77,""timestamp_us"":10685229280},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.394347,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.394347,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.394347,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.394347,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.394347,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.4537268,1784119720.453498,79,ble,"{""index"":{""age_s"":0.009150505065917969,""channels"":3,""force"":[-0.40570690504531015,-0.7632064275000019],""has_data"":true,""last_update_ts"":1784119720.4443474,""raw"":[16974,16130,17927]},""middle"":{""age_s"":0.009150505065917969,""channels"":3,""force"":[-0.02451546464136456,-0.038021556569999504],""has_data"":true,""last_update_ts"":1784119720.4443474,""raw"":[15764,15713,15807]},""pinky"":{""age_s"":0.009150505065917969,""channels"":3,""force"":[-1.031572296477771,-0.7459995916799995],""has_data"":true,""last_update_ts"":1784119720.4443474,""raw"":[17425,15279,17696]},""ring"":{""age_s"":0.009150505065917969,""channels"":3,""force"":[0.27351567413599476,0.2533845339299985],""has_data"":true,""last_update_ts"":1784119720.4443474,""raw"":[15805,16374,15633]},""thumb"":{""age_s"":0.009150505065917969,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.4443474,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053202,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009193365985993296,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":78,""timestamp_us"":10685285952},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.4443474,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.4443474,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.4443474,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.4443474,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.4443474,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.5035818,1784119720.503456,80,ble,"{""index"":{""age_s"":0.009149789810180664,""channels"":3,""force"":[-0.4177242896734299,-0.7851312666900006],""has_data"":true,""last_update_ts"":1784119720.4943063,""raw"":[16970,16101,17950]},""middle"":{""age_s"":0.009149789810180664,""channels"":3,""force"":[-0.02595755079673623,-0.04718003370000101],""has_data"":true,""last_update_ts"":1784119720.4943063,""raw"":[15777,15723,15835]},""pinky"":{""age_s"":0.009149789810180664,""channels"":3,""force"":[-1.0267653426265202,-0.7398939402600027],""has_data"":true,""last_update_ts"":1784119720.4943063,""raw"":[17428,15292,17693]},""ring"":{""age_s"":0.009149789810180664,""channels"":3,""force"":[0.2773612372169936,0.2667059552099982],""has_data"":true,""last_update_ts"":1784119720.4943063,""raw"":[15797,16374,15605]},""thumb"":{""age_s"":0.009149789810180664,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.4943063,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053207,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009176685009151697,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":79,""timestamp_us"":10685333056},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.4943063,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.4943063,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.4943063,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.4943063,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.4943063,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.5537252,1784119720.5534875,81,ble,"{""index"":{""age_s"":0.009132862091064453,""channels"":3,""force"":[-0.39849647426843937,-0.7601536017900008],""has_data"":true,""last_update_ts"":1784119720.5443547,""raw"":[16970,16141,17925]},""middle"":{""age_s"":0.009132862091064453,""channels"":3,""force"":[-0.019227815404990523,-0.03774402696000223],""has_data"":true,""last_update_ts"":1784119720.5443547,""raw"":[15758,15718,15806]},""pinky"":{""age_s"":0.009132862091064453,""channels"":3,""force"":[-1.0267653426265202,-0.7410040587000024],""has_data"":true,""last_update_ts"":1784119720.5443547,""raw"":[17426,15290,17693]},""ring"":{""age_s"":0.009132862091064453,""channels"":3,""force"":[0.2754384556764933,0.25393959314999925],""has_data"":true,""last_update_ts"":1784119720.5443547,""raw"":[15806,16379,15635]},""thumb"":{""age_s"":0.009132862091064453,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.5443547,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053212,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.00917757699789945,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":80,""timestamp_us"":10685380032},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.5443547,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.5443547,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.5443547,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.5443547,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.5443547,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.6035674,1784119720.6034534,82,ble,"{""index"":{""age_s"":0.009147405624389648,""channels"":3,""force"":[-0.40186134196431134,-0.7604311314000034],""has_data"":true,""last_update_ts"":1784119720.594306,""raw"":[16971,16135,17923]},""middle"":{""age_s"":0.009147405624389648,""channels"":3,""force"":[-0.02018920617524067,-0.03718896774000058],""has_data"":true,""last_update_ts"":1784119720.594306,""raw"":[15764,15722,15810]},""pinky"":{""age_s"":0.009147405624389648,""channels"":3,""force"":[-1.0209969980050246,-0.7443344140200008],""has_data"":true,""last_update_ts"":1784119720.594306,""raw"":[17421,15297,17700]},""ring"":{""age_s"":0.009147405624389648,""channels"":3,""force"":[0.2807261049128673,0.24922158977999942],""has_data"":true,""last_update_ts"":1784119720.594306,""raw"":[15792,16376,15635]},""thumb"":{""age_s"":0.009147405624389648,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.594306,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053218,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.00917350900999736,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":81,""timestamp_us"":10685436384},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.594306,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.594306,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.594306,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.594306,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.594306,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
1784119720.6537244,1784119720.6534889,83,ble,"{""index"":{""age_s"":0.009141921997070312,""channels"":3,""force"":[-0.4061876004304352,-0.7740300822900021],""has_data"":true,""last_update_ts"":1784119720.644347,""raw"":[16968,16123,17940]},""middle"":{""age_s"":0.009141921997070312,""channels"":3,""force"":[-0.026918941566986376,-0.038299086180002107],""has_data"":true,""last_update_ts"":1784119720.644347,""raw"":[15770,15714,15811]},""pinky"":{""age_s"":0.009141921997070312,""channels"":3,""force"":[-1.0243618657008966,-0.7407265290899989],""has_data"":true,""last_update_ts"":1784119720.644347,""raw"":[17422,15291,17691]},""ring"":{""age_s"":0.009141921997070312,""channels"":3,""force"":[0.2874558403046148,0.26198795183999835],""has_data"":true,""last_update_ts"":1784119720.644347,""raw"":[15798,16396,15625]},""thumb"":{""age_s"":0.009141921997070312,""channels"":3,""force"":[0.0,-2.220446049250313e-16],""has_data"":true,""last_update_ts"":1784119720.644347,""raw"":[0,0,0]}}","{""ble"":{""connection_state"":""connected"",""counter"":1053223,""finger_order"":""DexterController.Visualizer"",""last_error"":null,""last_sample_age_s"":0.009186903989757411,""reconnect_count"":0,""sample_hz"":20.0,""sample_sequence"":82,""timestamp_us"":10685483616},""fingers"":{""index"":{""has_data"":true,""last_update_ts"":1784119720.644347,""mapped"":true},""middle"":{""has_data"":true,""last_update_ts"":1784119720.644347,""mapped"":true},""pinky"":{""has_data"":true,""last_update_ts"":1784119720.644347,""mapped"":true},""ring"":{""has_data"":true,""last_update_ts"":1784119720.644347,""mapped"":true},""thumb"":{""has_data"":true,""last_update_ts"":1784119720.644347,""mapped"":true}},""ports"":{""available"":[""BLE:Dexter""],""unavailable"":[]}}"
